threshold,TP,FN,FP,TN,Precision,Recall,F1,FPR,FNR
0.0623516439912141,100,0,83,17,0.546448087431694,1.0,0.7067137809187279,0.83,0.0
0.06276947848648935,100,0,83,17,0.546448087431694,1.0,0.7067137809187279,0.83,0.0
0.06318731298176461,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06360514747703987,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06402298197231512,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06444081646759038,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06485865096286564,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06527648545814088,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06569431995341614,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.0661121544486914,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06652998894396665,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06694782343924191,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06736565793451717,100,0,84,16,0.5434782608695652,1.0,0.704225352112676,0.84,0.0
0.06778349242979242,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.06820132692506768,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.06861916142034294,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.0690369959156182,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.06945483041089345,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.06987266490616871,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.07029049940144397,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.07070833389671922,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.07112616839199447,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.07154400288726973,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.07196183738254498,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.07237967187782024,100,0,85,15,0.5405405405405406,1.0,0.7017543859649124,0.85,0.0
0.0727975063730955,100,0,87,13,0.5347593582887701,1.0,0.6968641114982579,0.87,0.0
0.07321534086837075,100,0,87,13,0.5347593582887701,1.0,0.6968641114982579,0.87,0.0
0.07363317536364601,100,0,87,13,0.5347593582887701,1.0,0.6968641114982579,0.87,0.0
0.07405100985892127,100,0,87,13,0.5347593582887701,1.0,0.6968641114982579,0.87,0.0
0.07446884435419653,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07488667884947178,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07530451334474704,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.0757223478400223,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07614018233529755,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.0765580168305728,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07697585132584805,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07739368582112331,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07781152031639857,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07822935481167383,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07864718930694908,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07906502380222434,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.0794828582974996,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.07990069279277486,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.08031852728805011,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.08073636178332537,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.08115419627860063,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.08157203077387588,100,0,88,12,0.5319148936170213,1.0,0.6944444444444444,0.88,0.0
0.08198986526915114,100,0,89,11,0.5291005291005291,1.0,0.6920415224913494,0.89,0.0
0.08240769976442638,100,0,89,11,0.5291005291005291,1.0,0.6920415224913494,0.89,0.0
0.08282553425970164,100,0,89,11,0.5291005291005291,1.0,0.6920415224913494,0.89,0.0
0.0832433687549769,100,0,90,10,0.5263157894736842,1.0,0.6896551724137931,0.9,0.0
0.08366120325025216,100,0,90,10,0.5263157894736842,1.0,0.6896551724137931,0.9,0.0
0.08407903774552741,100,0,90,10,0.5263157894736842,1.0,0.6896551724137931,0.9,0.0
0.08449687224080267,100,0,91,9,0.5235602094240838,1.0,0.6872852233676976,0.91,0.0
0.08491470673607793,100,0,91,9,0.5235602094240838,1.0,0.6872852233676976,0.91,0.0
0.08533254123135318,100,0,91,9,0.5235602094240838,1.0,0.6872852233676976,0.91,0.0
0.08575037572662844,100,0,91,9,0.5235602094240838,1.0,0.6872852233676976,0.91,0.0
0.0861682102219037,100,0,91,9,0.5235602094240838,1.0,0.6872852233676976,0.91,0.0
0.08658604471717896,100,0,91,9,0.5235602094240838,1.0,0.6872852233676976,0.91,0.0
0.08700387921245421,100,0,91,9,0.5235602094240838,1.0,0.6872852233676976,0.91,0.0
0.08742171370772947,100,0,92,8,0.5208333333333334,1.0,0.684931506849315,0.92,0.0
0.08783954820300471,100,0,92,8,0.5208333333333334,1.0,0.684931506849315,0.92,0.0
0.08825738269827997,100,0,94,6,0.5154639175257731,1.0,0.6802721088435374,0.94,0.0
0.08867521719355523,100,0,94,6,0.5154639175257731,1.0,0.6802721088435374,0.94,0.0
0.08909305168883049,100,0,94,6,0.5154639175257731,1.0,0.6802721088435374,0.94,0.0
0.08951088618410574,100,0,94,6,0.5154639175257731,1.0,0.6802721088435374,0.94,0.0
0.089928720679381,100,0,94,6,0.5154639175257731,1.0,0.6802721088435374,0.94,0.0
0.09034655517465626,100,0,94,6,0.5154639175257731,1.0,0.6802721088435374,0.94,0.0
0.09076438966993151,100,0,94,6,0.5154639175257731,1.0,0.6802721088435374,0.94,0.0
0.09118222416520677,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09160005866048203,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09201789315575729,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09243572765103254,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.0928535621463078,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09327139664158306,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.0936892311368583,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09410706563213356,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09452490012740881,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09494273462268407,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09536056911795933,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09577840361323459,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09619623810850984,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.0966140726037851,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09703190709906036,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09744974159433561,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09786757608961087,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09828541058488613,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09870324508016139,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09912107957543663,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09953891407071189,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.09995674856598714,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.1003745830612624,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.10079241755653766,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.10121025205181292,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.10162808654708817,100,0,95,5,0.5128205128205128,1.0,0.6779661016949152,0.95,0.0
0.10204592104236343,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10246375553763869,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10288159003291394,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.1032994245281892,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10371725902346446,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10413509351873972,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10455292801401497,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10497076250929022,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10538859700456547,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10580643149984073,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10622426599511599,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10664210049039125,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.1070599349856665,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10747776948094176,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10789560397621702,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10831343847149227,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10873127296676753,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10914910746204279,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.10956694195731805,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.1099847764525933,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11040261094786855,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.1108204454431438,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11123827993841906,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11165611443369432,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11207394892896957,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11249178342424483,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11290961791952009,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11332745241479535,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.1137452869100706,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11416312140534586,100,0,96,4,0.5102040816326531,1.0,0.6756756756756758,0.96,0.0
0.11458095590062112,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11499879039589637,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11541662489117163,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11583445938644689,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11625229388172213,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11667012837699739,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11708796287227265,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.1175057973675479,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11792363186282316,100,0,97,3,0.5076142131979695,1.0,0.6734006734006733,0.97,0.0
0.11834146635809842,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.11875930085337368,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.11917713534864893,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.11959496984392419,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.12001280433919945,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.1204306388344747,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.12084847332974996,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.12126630782502522,100,0,98,2,0.5050505050505051,1.0,0.6711409395973155,0.98,0.0
0.12168414232030046,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12210197681557572,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12251981131085098,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12293764580612623,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12335548030140149,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12377331479667675,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.124191149291952,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12460898378722726,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12502681828250253,100,0,99,1,0.5025125628140703,1.0,0.6688963210702341,0.99,0.0
0.12544465277777778,100,0,100,0,0.5,1.0,0.6666666666666666,1.0,0.0
